num_rows, num_cols, num_param, iteration, time_A, time_A_transpose
2, 3, 1, 100, 0.003000, 0.002000
2, 3, 2, 1, 0.003000, 0.001000
2, 3, 2, 2, 0.003000, 0.001000
2, 3, 2, 3, 0.003000, 0.001000
2, 3, 2, 4, 0.013000, 0.009000
2, 3, 2, 5, 0.002000, 0.002000
2, 3, 2, 6, 0.002000, 0.002000
2, 3, 2, 7, 0.014000, 0.010000
2, 3, 2, 8, 0.003000, 0.001000
2, 3, 2, 9, 0.002000, 0.002000
2, 3, 2, 10, 0.013000, 0.010000
2, 3, 2, 11, 0.003000, 0.001000
2, 3, 2, 12, 0.003000, 0.001000
2, 3, 2, 13, 0.014000, 0.010000
2, 3, 2, 14, 0.003000, 0.001000
2, 3, 2, 15, 0.003000, 0.001000
2, 3, 2, 16, 0.003000, 0.001000
2, 3, 2, 17, 0.013000, 0.010000
2, 3, 2, 18, 0.003000, 0.001000
2, 3, 2, 19, 0.014000, 0.010000
2, 3, 2, 20, 0.003000, 0.001000
2, 3, 2, 21, 0.002000, 0.001000
2, 3, 2, 22, 0.014000, 0.010000
2, 3, 2, 23, 0.014000, 0.010000
2, 3, 2, 24, 0.014000, 0.010000
2, 3, 2, 25, 0.003000, 0.001000
2, 3, 2, 26, 0.014000, 0.010000
2, 3, 2, 27, 0.013000, 0.010000
2, 3, 2, 28, 0.002000, 0.001000
2, 3, 2, 29, 0.002000, 0.001000
2, 3, 2, 30, 0.013000, 0.010000
2, 3, 2, 31, 0.014000, 0.010000
2, 3, 2, 32, 0.014000, 0.010000
2, 3, 2, 33, 0.013000, 0.010000
2, 3, 2, 34, 0.003000, 0.001000
2, 3, 2, 35, 0.003000, 0.001000
2, 3, 2, 36, 0.003000, 0.001000
2, 3, 2, 37, 0.014000, 0.010000
2, 3, 2, 38, 0.014000, 0.010000
2, 3, 2, 39, 0.014000, 0.010000
2, 3, 2, 40, 0.003000, 0.001000
2, 3, 2, 41, 0.003000, 0.001000
2, 3, 2, 42, 0.003000, 0.001000
2, 3, 2, 43, 0.003000, 0.001000
2, 3, 2, 44, 0.014000, 0.010000
2, 3, 2, 45, 0.003000, 0.001000
2, 3, 2, 46, 0.013000, 0.010000
2, 3, 2, 47, 0.002000, 0.001000
2, 3, 2, 48, 0.003000, 0.001000
2, 3, 2, 49, 0.013000, 0.010000
2, 3, 2, 50, 0.014000, 0.010000
2, 3, 2, 51, 0.003000, 0.001000
2, 3, 2, 52, 0.014000, 0.010000
2, 3, 2, 53, 0.003000, 0.001000
2, 3, 2, 54, 0.003000, 0.001000
2, 3, 2, 55, 0.003000, 0.001000
2, 3, 2, 56, 0.003000, 0.001000
2, 3, 2, 57, 0.003000, 0.001000
2, 3, 2, 58, 0.013000, 0.010000
2, 3, 2, 59, 0.013000, 0.010000
2, 3, 2, 60, 0.003000, 0.001000
2, 3, 2, 61, 0.014000, 0.010000
2, 3, 2, 62, 0.014000, 0.010000
2, 3, 2, 63, 0.002000, 0.001000
2, 3, 2, 64, 0.013000, 0.010000
2, 3, 2, 65, 0.013000, 0.010000
2, 3, 2, 66, 0.003000, 0.001000
2, 3, 2, 67, 0.002000, 0.002000
2, 3, 2, 68, 0.014000, 0.010000
2, 3, 2, 69, 0.012000, 0.010000
2, 3, 2, 70, 0.003000, 0.001000
2, 3, 2, 71, 0.003000, 0.001000
2, 3, 2, 72, 0.013000, 0.010000
2, 3, 2, 73, 0.013000, 0.010000
2, 3, 2, 74, 0.003000, 0.001000
2, 3, 2, 75, 0.003000, 0.001000
2, 3, 2, 76, 0.003000, 0.001000
2, 3, 2, 77, 0.003000, 0.001000
2, 3, 2, 78, 0.003000, 0.001000
2, 3, 2, 79, 0.002000, 0.001000
2, 3, 2, 80, 0.002000, 0.002000
2, 3, 2, 81, 0.003000, 0.001000
2, 3, 2, 82, 0.003000, 0.001000
2, 3, 2, 83, 0.003000, 0.001000
2, 3, 2, 84, 0.013000, 0.010000
2, 3, 2, 85, 0.013000, 0.010000
2, 3, 2, 86, 0.003000, 0.001000
2, 3, 2, 87, 0.013000, 0.010000
2, 3, 2, 88, 0.003000, 0.001000
2, 3, 2, 89, 0.014000, 0.010000
2, 3, 2, 90, 0.002000, 0.001000
2, 3, 2, 91, 0.014000, 0.010000
2, 3, 2, 92, 0.014000, 0.010000
2, 3, 2, 93, 0.003000, 0.001000
2, 3, 2, 94, 0.003000, 0.001000
2, 3, 2, 95, 0.003000, 0.001000
2, 3, 2, 96, 0.003000, 0.001000
2, 3, 2, 97, 0.014000, 0.010000
2, 3, 2, 98, 0.003000, 0.001000
2, 3, 2, 99, 0.013000, 0.010000
2, 3, 2, 100, 0.003000, 0.001000
2, 3, 3, 1, 0.012000, 0.010000
2, 3, 3, 2, 0.014000, 0.010000
2, 3, 3, 3, 0.002000, 0.002000
2, 3, 3, 4, 0.013000, 0.010000
2, 3, 3, 5, 0.012000, 0.009000
2, 3, 3, 6, 0.002000, 0.001000
2, 3, 3, 7, 0.013000, 0.010000
2, 3, 3, 8, 0.013000, 0.010000
2, 3, 3, 9, 0.002000, 0.001000
2, 3, 3, 10, 0.013000, 0.010000
2, 3, 3, 11, 0.014000, 0.010000
2, 3, 3, 12, 0.002000, 0.002000
2, 3, 3, 13, 0.013000, 0.010000
2, 3, 3, 14, 0.002000, 0.001000
2, 3, 3, 15, 0.014000, 0.010000
2, 3, 3, 16, 0.002000, 0.001000
2, 3, 3, 17, 0.013000, 0.010000
2, 3, 3, 18, 0.013000, 0.010000
2, 3, 3, 19, 0.013000, 0.009000
2, 3, 3, 20, 0.002000, 0.001000
2, 3, 3, 21, 0.013000, 0.010000
2, 3, 3, 22, 0.002000, 0.002000
2, 3, 3, 23, 0.014000, 0.010000
2, 3, 3, 24, 0.013000, 0.010000
2, 3, 3, 25, 0.014000, 0.010000
2, 3, 3, 26, 0.002000, 0.001000
2, 3, 3, 27, 0.013000, 0.010000
2, 3, 3, 28, 0.013000, 0.010000
2, 3, 3, 29, 0.013000, 0.010000
2, 3, 3, 30, 0.013000, 0.010000
2, 3, 3, 31, 0.013000, 0.010000
2, 3, 3, 32, 0.013000, 0.009000
2, 3, 3, 33, 0.014000, 0.010000
2, 3, 3, 34, 0.014000, 0.010000
2, 3, 3, 35, 0.013000, 0.010000
2, 3, 3, 36, 0.002000, 0.001000
2, 3, 3, 37, 0.014000, 0.010000
2, 3, 3, 38, 0.002000, 0.001000
2, 3, 3, 39, 0.012000, 0.010000
2, 3, 3, 40, 0.004000, 0.004000
2, 3, 3, 41, 0.012000, 0.009000
2, 3, 3, 42, 0.013000, 0.010000
2, 3, 3, 43, 0.002000, 0.002000
2, 3, 3, 44, 0.013000, 0.010000
2, 3, 3, 45, 0.013000, 0.010000
2, 3, 3, 46, 0.013000, 0.010000
2, 3, 3, 47, 0.002000, 0.001000
2, 3, 3, 48, 0.013000, 0.010000
2, 3, 3, 49, 0.013000, 0.010000
2, 3, 3, 50, 0.012000, 0.010000
2, 3, 3, 51, 0.002000, 0.001000
2, 3, 3, 52, 0.013000, 0.010000
2, 3, 3, 53, 0.002000, 0.001000
2, 3, 3, 54, 0.013000, 0.009000
2, 3, 3, 55, 0.002000, 0.001000
2, 3, 3, 56, 0.002000, 0.002000
2, 3, 3, 57, 0.014000, 0.010000
2, 3, 3, 58, 0.013000, 0.010000
2, 3, 3, 59, 0.013000, 0.010000
2, 3, 3, 60, 0.014000, 0.010000
2, 3, 3, 61, 0.012000, 0.009000
2, 3, 3, 62, 0.013000, 0.010000
2, 3, 3, 63, 0.013000, 0.010000
2, 3, 3, 64, 0.002000, 0.001000
2, 3, 3, 65, 0.014000, 0.010000
2, 3, 3, 66, 0.002000, 0.001000
2, 3, 3, 67, 0.013000, 0.010000
2, 3, 3, 68, 0.013000, 0.010000
2, 3, 3, 69, 0.002000, 0.001000
2, 3, 3, 70, 0.012000, 0.010000
2, 3, 3, 71, 0.002000, 0.001000
2, 3, 3, 72, 0.013000, 0.010000
2, 3, 3, 73, 0.013000, 0.010000
2, 3, 3, 74, 0.013000, 0.010000
2, 3, 3, 75, 0.014000, 0.010000
2, 3, 3, 76, 0.013000, 0.010000
2, 3, 3, 77, 0.014000, 0.010000
2, 3, 3, 78, 0.002000, 0.001000
2, 3, 3, 79, 0.002000, 0.001000
2, 3, 3, 80, 0.013000, 0.010000
2, 3, 3, 81, 0.013000, 0.010000
2, 3, 3, 82, 0.013000, 0.010000
2, 3, 3, 83, 0.013000, 0.010000
2, 3, 3, 84, 0.002000, 0.001000
2, 3, 3, 85, 0.002000, 0.001000
2, 3, 3, 86, 0.013000, 0.010000
2, 3, 3, 87, 0.002000, 0.001000
2, 3, 3, 88, 0.013000, 0.010000
2, 3, 3, 89, 0.002000, 0.001000
2, 3, 3, 90, 0.002000, 0.001000
2, 3, 3, 91, 0.014000, 0.010000
2, 3, 3, 92, 0.013000, 0.010000
2, 3, 3, 93, 0.013000, 0.010000
2, 3, 3, 94, 0.002000, 0.001000
2, 3, 3, 95, 0.002000, 0.001000
2, 3, 3, 96, 0.012000, 0.009000
2, 3, 3, 97, 0.002000, 0.001000
2, 3, 3, 98, 0.014000, 0.010000
2, 3, 3, 99, 0.002000, 0.001000
2, 3, 3, 100, 0.002000, 0.001000
2, 3, 4, 1, 0.002000, 0.002000
2, 3, 4, 2, 0.014000, 0.010000
2, 3, 4, 3, 0.002000, 0.001000
2, 3, 4, 4, 0.002000, 0.001000
2, 3, 4, 5, 0.014000, 0.010000
2, 3, 4, 6, 0.013000, 0.010000
2, 3, 4, 7, 0.013000, 0.010000
2, 3, 4, 8, 0.013000, 0.010000
2, 3, 4, 9, 0.013000, 0.010000
2, 3, 4, 10, 0.013000, 0.010000
2, 3, 4, 11, 0.014000, 0.010000
2, 3, 4, 12, 0.013000, 0.010000
2, 3, 4, 13, 0.002000, 0.001000
2, 3, 4, 14, 0.013000, 0.010000
2, 3, 4, 15, 0.013000, 0.010000
2, 3, 4, 16, 0.002000, 0.002000
2, 3, 4, 17, 0.014000, 0.010000
2, 3, 4, 18, 0.013000, 0.010000
2, 3, 4, 19, 0.014000, 0.010000
2, 3, 4, 20, 0.014000, 0.010000
2, 3, 4, 21, 0.014000, 0.010000
2, 3, 4, 22, 0.013000, 0.010000
2, 3, 4, 23, 0.014000, 0.010000
2, 3, 4, 24, 0.014000, 0.010000
2, 3, 4, 25, 0.012000, 0.010000
2, 3, 4, 26, 0.013000, 0.010000
2, 3, 4, 27, 0.013000, 0.010000
2, 3, 4, 28, 0.014000, 0.010000
2, 3, 4, 29, 0.013000, 0.010000
2, 3, 4, 30, 0.013000, 0.010000
2, 3, 4, 31, 0.014000, 0.010000
2, 3, 4, 32, 0.014000, 0.010000
2, 3, 4, 33, 0.014000, 0.010000
2, 3, 4, 34, 0.013000, 0.010000
2, 3, 4, 35, 0.014000, 0.010000
2, 3, 4, 36, 0.013000, 0.010000
2, 3, 4, 37, 0.014000, 0.010000
2, 3, 4, 38, 0.014000, 0.010000
2, 3, 4, 39, 0.013000, 0.010000
2, 3, 4, 40, 0.002000, 0.001000
2, 3, 4, 41, 0.013000, 0.010000
2, 3, 4, 42, 0.013000, 0.010000
2, 3, 4, 43, 0.013000, 0.010000
2, 3, 4, 44, 0.014000, 0.010000
2, 3, 4, 45, 0.013000, 0.010000
2, 3, 4, 46, 0.013000, 0.010000
2, 3, 4, 47, 0.013000, 0.010000
2, 3, 4, 48, 0.014000, 0.010000
2, 3, 4, 49, 0.013000, 0.010000
2, 3, 4, 50, 0.014000, 0.010000
2, 3, 4, 51, 0.013000, 0.010000
2, 3, 4, 52, 0.014000, 0.010000
2, 3, 4, 53, 0.014000, 0.010000
2, 3, 4, 54, 0.012000, 0.010000
2, 3, 4, 55, 0.013000, 0.010000
2, 3, 4, 56, 0.013000, 0.010000
2, 3, 4, 57, 0.002000, 0.001000
2, 3, 4, 58, 0.013000, 0.010000
2, 3, 4, 59, 0.013000, 0.010000
2, 3, 4, 60, 0.002000, 0.001000
2, 3, 4, 61, 0.013000, 0.010000
2, 3, 4, 62, 0.014000, 0.010000
2, 3, 4, 63, 0.013000, 0.010000
2, 3, 4, 64, 0.013000, 0.010000
2, 3, 4, 65, 0.014000, 0.010000
2, 3, 4, 66, 0.014000, 0.010000
2, 3, 4, 67, 0.002000, 0.001000
2, 3, 4, 68, 0.013000, 0.010000
2, 3, 4, 69, 0.002000, 0.001000
2, 3, 4, 70, 0.014000, 0.010000
2, 3, 4, 71, 0.002000, 0.002000
2, 3, 4, 72, 0.014000, 0.010000
2, 3, 4, 73, 0.014000, 0.010000
2, 3, 4, 74, 0.002000, 0.001000
2, 3, 4, 75, 0.014000, 0.010000
2, 3, 4, 76, 0.014000, 0.010000
2, 3, 4, 77, 0.013000, 0.010000
2, 3, 4, 78, 0.013000, 0.010000
2, 3, 4, 79, 0.013000, 0.010000
2, 3, 4, 80, 0.014000, 0.010000
2, 3, 4, 81, 0.002000, 0.001000
2, 3, 4, 82, 0.013000, 0.010000
2, 3, 4, 83, 0.014000, 0.010000
2, 3, 4, 84, 0.014000, 0.010000
2, 3, 4, 85, 0.014000, 0.010000
2, 3, 4, 86, 0.002000, 0.001000
2, 3, 4, 87, 0.013000, 0.010000
2, 3, 4, 88, 0.002000, 0.001000
2, 3, 4, 89, 0.014000, 0.010000
2, 3, 4, 90, 0.012000, 0.010000
2, 3, 4, 91, 0.013000, 0.010000
2, 3, 4, 92, 0.014000, 0.010000
2, 3, 4, 93, 0.014000, 0.010000
2, 3, 4, 94, 0.014000, 0.010000
2, 3, 4, 95, 0.013000, 0.010000
2, 3, 4, 96, 0.014000, 0.010000
2, 3, 4, 97, 0.013000, 0.010000
2, 3, 4, 98, 0.014000, 0.010000
2, 3, 4, 99, 0.013000, 0.010000
2, 3, 4, 100, 0.002000, 0.002000
2, 3, 5, 1, 0.013000, 0.010000
2, 3, 5, 2, 0.014000, 0.010000
2, 3, 5, 3, 0.013000, 0.010000
2, 3, 5, 4, 0.013000, 0.011000
2, 3, 5, 5, 0.013000, 0.010000
2, 3, 5, 6, 0.013000, 0.010000
2, 3, 5, 7, 0.002000, 0.002000
2, 3, 5, 8, 0.012000, 0.010000
2, 3, 5, 9, 0.013000, 0.010000
2, 3, 5, 10, 0.013000, 0.010000
2, 3, 5, 11, 0.014000, 0.010000
2, 3, 5, 12, 0.013000, 0.010000
2, 3, 5, 13, 0.002000, 0.001000
2, 3, 5, 14, 0.014000, 0.010000
2, 3, 5, 15, 0.014000, 0.010000
2, 3, 5, 16, 0.013000, 0.010000
2, 3, 5, 17, 0.013000, 0.010000
2, 3, 5, 18, 0.013000, 0.010000
2, 3, 5, 19, 0.014000, 0.010000
2, 3, 5, 20, 0.013000, 0.010000
2, 3, 5, 21, 0.014000, 0.010000
2, 3, 5, 22, 0.014000, 0.010000
2, 3, 5, 23, 0.014000, 0.010000
2, 3, 5, 24, 0.014000, 0.010000
2, 3, 5, 25, 0.013000, 0.011000
2, 3, 5, 26, 0.013000, 0.010000
2, 3, 5, 27, 0.013000, 0.010000
2, 3, 5, 28, 0.013000, 0.011000
2, 3, 5, 29, 0.002000, 0.002000
2, 3, 5, 30, 0.014000, 0.010000
2, 3, 5, 31, 0.013000, 0.010000
2, 3, 5, 32, 0.013000, 0.010000
2, 3, 5, 33, 0.014000, 0.010000
2, 3, 5, 34, 0.014000, 0.010000
2, 3, 5, 35, 0.013000, 0.010000
2, 3, 5, 36, 0.002000, 0.001000
2, 3, 5, 37, 0.014000, 0.010000
2, 3, 5, 38, 0.014000, 0.010000
2, 3, 5, 39, 0.014000, 0.010000
2, 3, 5, 40, 0.014000, 0.010000
2, 3, 5, 41, 0.013000, 0.010000
2, 3, 5, 42, 0.014000, 0.010000
2, 3, 5, 43, 0.013000, 0.011000
2, 3, 5, 44, 0.014000, 0.010000
2, 3, 5, 45, 0.013000, 0.010000
2, 3, 5, 46, 0.014000, 0.010000
2, 3, 5, 47, 0.014000, 0.010000
2, 3, 5, 48, 0.014000, 0.010000
2, 3, 5, 49, 0.013000, 0.010000
2, 3, 5, 50, 0.014000, 0.010000
2, 3, 5, 51, 0.013000, 0.010000
2, 3, 5, 52, 0.014000, 0.011000
2, 3, 5, 53, 0.013000, 0.010000
2, 3, 5, 54, 0.013000, 0.010000
2, 3, 5, 55, 0.014000, 0.011000
2, 3, 5, 56, 0.014000, 0.011000
2, 3, 5, 57, 0.014000, 0.011000
2, 3, 5, 58, 0.014000, 0.011000
2, 3, 5, 59, 0.013000, 0.010000
2, 3, 5, 60, 0.014000, 0.011000
2, 3, 5, 61, 0.013000, 0.011000
2, 3, 5, 62, 0.014000, 0.011000
2, 3, 5, 63, 0.014000, 0.011000
2, 3, 5, 64, 0.014000, 0.011000
2, 3, 5, 65, 0.002000, 0.002000
2, 3, 5, 66, 0.014000, 0.011000
2, 3, 5, 67, 0.014000, 0.011000
2, 3, 5, 68, 0.014000, 0.011000
2, 3, 5, 69, 0.014000, 0.010000
2, 3, 5, 70, 0.013000, 0.011000
2, 3, 5, 71, 0.014000, 0.011000
2, 3, 5, 72, 0.002000, 0.001000
2, 3, 5, 73, 0.014000, 0.011000
2, 3, 5, 74, 0.002000, 0.001000
2, 3, 5, 75, 0.014000, 0.010000
2, 3, 5, 76, 0.014000, 0.011000
2, 3, 5, 77, 0.013000, 0.011000
2, 3, 5, 78, 0.014000, 0.011000
2, 3, 5, 79, 0.005000, 0.005000
2, 3, 5, 80, 0.002000, 0.001000
2, 3, 5, 81, 0.014000, 0.011000
2, 3, 5, 82, 0.013000, 0.010000
2, 3, 5, 83, 0.002000, 0.001000
2, 3, 5, 84, 0.014000, 0.011000
2, 3, 5, 85, 0.002000, 0.002000
2, 3, 5, 86, 0.014000, 0.011000
2, 3, 5, 87, 0.014000, 0.011000
2, 3, 5, 88, 0.014000, 0.011000
2, 3, 5, 89, 0.013000, 0.010000
2, 3, 5, 90, 0.014000, 0.011000
2, 3, 5, 91, 0.014000, 0.011000
2, 3, 5, 92, 0.014000, 0.011000
2, 3, 5, 93, 0.014000, 0.011000
2, 3, 5, 94, 0.014000, 0.011000
2, 3, 5, 95, 0.002000, 0.001000
2, 3, 5, 96, 0.002000, 0.001000
2, 3, 5, 97, 0.014000, 0.011000
2, 3, 5, 98, 0.013000, 0.010000
2, 3, 5, 99, 0.013000, 0.010000
2, 3, 5, 100, 0.014000, 0.011000
2, 4, 1, 1, 0.003000, 0.002000
2, 4, 1, 2, 0.003000, 0.002000
2, 4, 1, 3, 0.003000, 0.002000
2, 4, 1, 4, 0.003000, 0.002000
2, 4, 1, 5, 0.003000, 0.002000
2, 4, 1, 6, 0.003000, 0.002000
2, 4, 1, 7, 0.003000, 0.001000
2, 4, 1, 8, 0.003000, 0.001000
2, 4, 1, 9, 0.003000, 0.002000
2, 4, 1, 10, 0.003000, 0.002000
2, 4, 1, 11, 0.003000, 0.002000
2, 4, 1, 12, 0.003000, 0.001000
2, 4, 1, 13, 0.003000, 0.002000
2, 4, 1, 14, 0.003000, 0.001000
2, 4, 1, 15, 0.003000, 0.002000
2, 4, 1, 16, 0.003000, 0.001000
2, 4, 1, 17, 0.003000, 0.002000
2, 4, 1, 18, 0.003000, 0.001000
2, 4, 1, 19, 0.003000, 0.002000
2, 4, 1, 20, 0.003000, 0.002000
2, 4, 1, 21, 0.003000, 0.002000
2, 4, 1, 22, 0.003000, 0.002000
2, 4, 1, 23, 0.003000, 0.001000
2, 4, 1, 24, 0.003000, 0.002000
2, 4, 1, 25, 0.003000, 0.002000
2, 4, 1, 26, 0.003000, 0.001000
2, 4, 1, 27, 0.003000, 0.002000
2, 4, 1, 28, 0.003000, 0.001000
2, 4, 1, 29, 0.003000, 0.002000
2, 4, 1, 30, 0.003000, 0.002000
2, 4, 1, 31, 0.003000, 0.002000
2, 4, 1, 32, 0.003000, 0.002000
2, 4, 1, 33, 0.003000, 0.002000
2, 4, 1, 34, 0.003000, 0.002000
2, 4, 1, 35, 0.003000, 0.002000
2, 4, 1, 36, 0.003000, 0.002000
2, 4, 1, 37, 0.003000, 0.002000
2, 4, 1, 38, 0.003000, 0.002000
2, 4, 1, 39, 0.003000, 0.002000
2, 4, 1, 40, 0.003000, 0.002000
2, 4, 1, 41, 0.003000, 0.002000
2, 4, 1, 42, 0.003000, 0.002000
2, 4, 1, 43, 0.003000, 0.002000
2, 4, 1, 44, 0.003000, 0.002000
2, 4, 1, 45, 0.003000, 0.002000
2, 4, 1, 46, 0.003000, 0.002000
2, 4, 1, 47, 0.003000, 0.002000
2, 4, 1, 48, 0.003000, 0.002000
2, 4, 1, 49, 0.003000, 0.002000
2, 4, 1, 50, 0.003000, 0.002000
2, 4, 1, 51, 0.003000, 0.002000
2, 4, 1, 52, 0.003000, 0.002000
2, 4, 1, 53, 0.003000, 0.002000
2, 4, 1, 54, 0.003000, 0.002000
2, 4, 1, 55, 0.003000, 0.002000
2, 4, 1, 56, 0.003000, 0.002000
2, 4, 1, 57, 0.003000, 0.001000
2, 4, 1, 58, 0.003000, 0.002000
2, 4, 1, 59, 0.003000, 0.002000
2, 4, 1, 60, 0.003000, 0.002000
2, 4, 1, 61, 0.003000, 0.002000
2, 4, 1, 62, 0.003000, 0.002000
2, 4, 1, 63, 0.003000, 0.002000
2, 4, 1, 64, 0.003000, 0.002000
2, 4, 1, 65, 0.003000, 0.002000
2, 4, 1, 66, 0.003000, 0.001000
2, 4, 1, 67, 0.002000, 0.001000
2, 4, 1, 68, 0.003000, 0.002000
2, 4, 1, 69, 0.003000, 0.002000
2, 4, 1, 70, 0.003000, 0.002000
2, 4, 1, 71, 0.003000, 0.001000
2, 4, 1, 72, 0.003000, 0.002000
2, 4, 1, 73, 0.003000, 0.002000
2, 4, 1, 74, 0.003000, 0.002000
2, 4, 1, 75, 0.003000, 0.002000
2, 4, 1, 76, 0.003000, 0.002000
2, 4, 1, 77, 0.003000, 0.001000
2, 4, 1, 78, 0.003000, 0.002000
2, 4, 1, 79, 0.003000, 0.002000
2, 4, 1, 80, 0.003000, 0.002000
2, 4, 1, 81, 0.003000, 0.002000
2, 4, 1, 82, 0.003000, 0.002000
2, 4, 1, 83, 0.003000, 0.002000
2, 4, 1, 84, 0.003000, 0.002000
2, 4, 1, 85, 0.003000, 0.002000
2, 4, 1, 86, 0.003000, 0.002000
2, 4, 1, 87, 0.003000, 0.001000
2, 4, 1, 88, 0.003000, 0.002000
2, 4, 1, 89, 0.003000, 0.002000
2, 4, 1, 90, 0.003000, 0.001000
2, 4, 1, 91, 0.003000, 0.002000
2, 4, 1, 92, 0.003000, 0.002000
2, 4, 1, 93, 0.003000, 0.002000
2, 4, 1, 94, 0.003000, 0.002000
2, 4, 1, 95, 0.003000, 0.002000
2, 4, 1, 96, 0.003000, 0.002000
2, 4, 1, 97, 0.003000, 0.002000
2, 4, 1, 98, 0.003000, 0.002000
2, 4, 1, 99, 0.002000, 0.002000
2, 4, 1, 100, 0.003000, 0.002000
2, 4, 2, 1, 0.002000, 0.001000
2, 4, 2, 2, 0.002000, 0.001000
2, 4, 2, 3, 0.003000, 0.001000
2, 4, 2, 4, 0.003000, 0.001000
2, 4, 2, 5, 0.003000, 0.001000
2, 4, 2, 6, 0.003000, 0.001000
